./datos,212,21-09-2021
./readme.md,18969,20-09-2021
./imprime_passwd.py,751,20-09-2021
./cat-xlsx.py,1276,21-09-2021
./lss.py,2118,21-09-2021
./lista.csv,0,21-09-2021
